Nama_RS_BPJS,Kode_RS,Status_BPJS,Layanan_BPJS,Rumah_Sakit,Provinsi,Kab_Kota,Status_Sudah_BPJS
RS Sarkies 'Aisyiyah Kudus,3319113,Sudah kerjasama BPJS,Patologi Klinik,RS Sarkies 'Aisyiyah Kudus,Jawa Tengah,Kudus,1
RS Umum Sebening Kasih,3318111,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sebening Kasih,Jawa Tengah,Pati,1
RS Umum St. Elisabeth Semarang,3374021,Sudah kerjasama BPJS,Patologi Klinik,RS Umum St. Elisabeth Semarang,Jawa Tengah,Kota Semarang,1
RS Umum Telogorejo Semarang,3374043,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Telogorejo Semarang,Jawa Tengah,Kota Semarang,1
RS Umum Tk. III Wijayakusuma,3302030,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Tk. III Wijayakusuma,Jawa Tengah,Banyumas,1
RS Umum Triharsi,3372191,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Triharsi,Jawa Tengah,Kota Surakarta,1
RS Umum Universitas Sebelas Maret,3311228,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Universitas Sebelas Maret,Jawa Tengah,Sukoharjo,1
RS Umum Palang Biru Kutoarjo,3306104,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Palang Biru Kutoarjo,Jawa Tengah,Purworejo,1
RS Umum Purwogondo,3305114,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Purwogondo,Jawa Tengah,Kebumen,1
RSAU dr. Siswanto Lanud Adi Soemarmo,3313022,Sudah kerjasama BPJS,Patologi Klinik,RSAU dr. Siswanto Lanud Adi Soemarmo,Jawa Tengah,Karanganyar,1
RS Umum Daerah Bagas Waras,3310421,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Bagas Waras,Jawa Tengah,Klaten,1
RS Umum Islam Al-Ikhlas,3327043,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Al-Ikhlas,Jawa Tengah,Pemalang,1
RS Umum Islam Arafah,3317026,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Arafah,Jawa Tengah,Rembang,1
RS Islam At-Tin Husada,3303103,Sudah kerjasama BPJS,Patologi Klinik,RS Islam At-Tin Husada,Jawa Tengah,Purbalingga,1
RS Umum Islam Harapan Anda,3376082,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Harapan Anda,Jawa Tengah,Kota Tegal,1
RS Umum Islam Magelang,3371142,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Magelang,Jawa Tengah,Kota Magelang,1
RS Umum Islam NU Demak,3321033,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam NU Demak,Jawa Tengah,Demak,1
RS Umum Islam Pati,3318064,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Pati,Jawa Tengah,Pati,1
RS Islam PKU Muhammadiyah Pekajangan,3326016,Sudah kerjasama BPJS,Patologi Klinik,RS Islam PKU Muhammadiyah Pekajangan,Jawa Tengah,Pekalongan,1
RS Muhammadiyah Rodliyah Achid,3327032,Sudah kerjasama BPJS,Patologi Klinik,RS Muhammadiyah Rodliyah Achid,Jawa Tengah,Pemalang,1
RSI PKU Muhammadiyah Tegal,3328055,Sudah kerjasama BPJS,Patologi Klinik,RSI PKU Muhammadiyah Tegal,Jawa Tengah,Tegal,1
RS Umum Islam Purwodadi,3315059,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Purwodadi ,Jawa Tengah,Grobogan,1
RS Umum Sultan Agung Semarang,3374076,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sultan Agung Semarang,Jawa Tengah,Kota Semarang,1
RS Umum Sultan Hadlirin Jepara,3320032,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sultan Hadlirin Jepara,Jawa Tengah,Jepara,1
RS Umum Islam Sunan Kudus,3319080,Sudah kerjasama BPJS,Patologi Klinik,RS Umum  Islam Sunan Kudus,Jawa Tengah,Kudus,1
RS Umum 'Aisyiyah Klaten,3310052,Sudah kerjasama BPJS,Patologi Klinik,RS Umum 'Aisyiyah Klaten,Jawa Tengah,Klaten,1
RS Ibu dan Anak Bunda Arif,3302174,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Bunda Arif,Jawa Tengah,Banyumas,1
RS Ibu dan Anak NU Cakra Medika,3316074,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak NU Cakra Medika,Jawa Tengah,Blora,1
RS Ibu dan Anak Plamongan Indah,3322072,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Plamongan Indah,Jawa Tengah,Kota Semarang,1
RS Jiwa Prof. Dr. Soerojo,3371040,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Prof. Dr. Soerojo,Jawa Tengah,Kota Magelang,1
RS Jiwa Daerah Dr. Amino Gondohutomo,3374123,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Daerah  Dr. Amino Gondohutomo,Jawa Tengah,Kota Semarang,1
RS Jiwa Daerah Dr. RM. Soedjarwadi,3310026,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Daerah Dr. RM. Soedjarwadi,Jawa Tengah,Klaten,1
RS Jiwa Daerah Surakarta,3372052,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Daerah Surakarta,Jawa Tengah,Kota Surakarta,1
RS Umum Diponegoro Dua Satu Klaten,3310405,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Diponegoro Dua Satu Klaten,Jawa Tengah,Klaten,1
RS Umum Tk.III Bhakti Wira Tamtama Smg,3374065,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Tk.III Bhakti Wira Tamtama Smg,Jawa Tengah,Kota Semarang,1
RS Umum Tk. II Dr. Soedjono,3371025,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Tk. II Dr. Soedjono,Jawa Tengah,Kota Magelang,1
RS Umum Amanah,3302121,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Amanah,Jawa Tengah,Banyumas,1
RS Amanah Umat Purworejo,3306111,Sudah kerjasama BPJS,Patologi Klinik,RS Amanah Umat Purworejo,Jawa Tengah,Purworejo,1
RS Umum Ananda Purwokerto,3302165,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Ananda Purwokerto,Jawa Tengah,Banyumas,1
RS Umum An Ni'mah,3302074,Sudah kerjasama BPJS,Patologi Klinik,RS Umum An Ni'mah,Jawa Tengah,Banyumas,1
RS Umum Assalam,3314067,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Assalam,Jawa Tengah,Sragen,1
RS Umum Astrini,3312309,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Astrini,Jawa Tengah,Wonogiri,1
RS Umum Asy-Syifa Sambi,3309128,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Asy-Syifa Sambi,Jawa Tengah,Boyolali,1
RS Umum Banyumanik 2,3374374,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Banyumanik 2,Jawa Tengah,Kota Semarang,1
RS Umum Budi Sehat Purworejo,3306110,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Budi Sehat Purworejo,Jawa Tengah,Purworejo,1
RS Umum Cakra Husada,3310395,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Cakra Husada,Jawa Tengah,Klaten,1
RS Umum Comal Baru,3327049,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Comal Baru,Jawa Tengah,Pemalang,1
RS Umum Dadi Keluarga,3302229,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Dadi Keluarga,Jawa Tengah,Banyumas,1
RS Umum Emmanuel,3304021,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Emmanuel,Jawa Tengah,Banjarnegara,1
RS Umum Fastabiq Sehat PKU Muhammadiyah Pati,3318110,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Fastabiq Sehat PKU Muhammadiyah Pati,Jawa Tengah,Pati,1
RS Umum Hermina Pekalongan,3375075,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Hermina Pekalongan,Jawa Tengah,Kota Pekalongan,1
RS Hermina Purwokerto,3302232,Sudah kerjasama BPJS,Patologi Klinik,RS Hermina Purwokerto,Jawa Tengah,Banyumas,1
RS Umum Hidayah Boyolali,3309129,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Hidayah Boyolali,Jawa Tengah,Boyolali,1
RS Indriati Boyolali,3309135,Sudah kerjasama BPJS,Patologi Klinik,RS Indriati Boyolali,Jawa Tengah,Boyolali,1
RS Umum Islam Banyubening Boyolali,3309131,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Banyubening Boyolali ,Jawa Tengah,Boyolali,1
RS Umum Islam Cawas Klaten,3310417,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Cawas Klaten,Jawa Tengah,Klaten,1
RS Umum Islam Klaten,3310384,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Klaten,Jawa Tengah,Klaten,1
RS Umum Islam Kustati,3372132,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Kustati,Jawa Tengah,Kota Surakarta,1
RS Umum Islami Mutiara Bunda,3329103,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islami Mutiara Bunda,Jawa Tengah,Brebes,1
RS Umum Karanggede Sisma Medika,3309085,Sudah kerjasama BPJS,Patologi Klinik,RS Umum  Karanggede Sisma Medika,Jawa Tengah,Boyolali,1
RS Umum Daerah Kardinah,3376012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kardinah ,Jawa Tengah,Kota Tegal,1
RS Umum Kumala Siwimijen Kudus,3319022,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Kumala Siwimijen Kudus,Jawa Tengah,Kudus,1
RS Umum Kusuma Ungaran,3322073,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Kusuma Ungaran ,Jawa Tengah,Semarang,1
RS Umum Mardi Lestari Sragen,3314023,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mardi Lestari Sragen,Jawa Tengah,Sragen,1
RS Umum Mitra Pedan,3310419,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mitra Pedan,Jawa Tengah,Klaten,1
RS Umum Muhammadiyah Selogiri,3312284,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Muhammadiyah Selogiri,Jawa Tengah,Wonogiri,1
RS Umum Mulia Hati Wonogiri,3312308,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mulia Hati Wonogiri,Jawa Tengah,Wonogiri,1
RS Umum Nirmala,3303064,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Nirmala,Jawa Tengah,Purbalingga,1
RS Umum Nurussyifa,3319043,Sudah kerjasama BPJS,Patologi Klinik,RS Umum  Nurussyifa,Jawa Tengah,Kudus,1
RS Umum Permata Blora,3316040,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Permata Blora,Jawa Tengah,Blora,1
RS Umum PKU Aisyiyah Boyolali,3309063,Sudah kerjasama BPJS,Patologi Klinik,RS Umum PKU Aisyiyah Boyolali,Jawa Tengah,Boyolali,1
RS Umum PKU Muhammadiyah Delanggu,3310416,Sudah kerjasama BPJS,Patologi Klinik,RS Umum PKU Muhammadiyah Delanggu,Jawa Tengah,Klaten,1
RS Umum PKU Muhammadiyah Jatinom,3310418,Sudah kerjasama BPJS,Patologi Klinik,RS Umum PKU Muhammadiyah Jatinom,Jawa Tengah,Klaten,1
RS Umum PKU Muhammadiyah Pedan,3310425,Sudah kerjasama BPJS,Patologi Klinik,RS Umum PKU Muhammadiyah Pedan,Jawa Tengah,Klaten,1
RS Umum PKU Muhammadiyah Petanahan Kebumen,3305117,Sudah kerjasama BPJS,Patologi Klinik,RS Umum PKU Muhammadiyah Petanahan Kebumen,Jawa Tengah,Kebumen,1
RS PKU Muhammadiyah Prambanan,3310426,Sudah kerjasama BPJS,Patologi Klinik,RS PKU Muhammadiyah Prambanan,Jawa Tengah,Klaten,1
RS Umum Rizky Amalia,3314096,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Rizky Amalia,Jawa Tengah,Sragen,1
RS Umum Santa Maria Cilacap,3301107,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Santa Maria Cilacap,Jawa Tengah,Cilacap,1
RS Umum Sarila Husada,3314045,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sarila Husada,Jawa Tengah,Sragen,1
RS Umum Siaga Medika Pemalang,3327044,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Siaga Medika Pemalang ,Jawa Tengah,Pemalang,1
RS Umum Siaga Medika Purbalingga,3303101,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Siaga Medika Purbalingga ,Jawa Tengah,Purbalingga,1
RS Umum Santa Elisabeth Purwokerto,3302041,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Santa Elisabeth Purwokerto,Jawa Tengah,Banyumas,1
RS Umum Syubbanul Wathon,3308021,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Syubbanul Wathon,Jawa Tengah,Magelang,1
RS Umum Umi Barokah,3309074,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Umi Barokah,Jawa Tengah,Boyolali,1
RS Umum Wijayakusuma,3305081,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Wijayakusuma,Jawa Tengah,Kebumen,1
RS Umum Wiradadi Husada,3302213,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Wiradadi Husada,Jawa Tengah,Banyumas,1
RS Umum Daerah Ajibarang,3302191,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Ajibarang,Jawa Tengah,Banyumas,1
RS umum Daerah Banyumas,3302015,Sudah kerjasama BPJS,Patologi Klinik,RS umum Daerah Banyumas,Jawa Tengah,Banyumas,1
RS Umum Daerah Batang,3325015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Batang,Jawa Tengah,Batang,1
RS Umum Daerah Bendan Kota Pekalongan,3326049,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Bendan Kota Pekalongan,Jawa Tengah,Kota Pekalongan,1
RS Umum Daerah Brebes,3329012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Brebes,Jawa Tengah,Brebes,1
RS Umum Daerah Budi Rahayu,3371144,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Budi Rahayu,Jawa Tengah,Kota Magelang,1
RS Umum Daerah Bung Karno Kota Surakarta,3372240,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Bung Karno Kota Surakarta,Jawa Tengah,Kota Surakarta,1
RS Umum Daerah Cilacap,3301014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Cilacap,Jawa Tengah,Cilacap,1
RS Umum Daerah Dr. R. Soeprapto Cepu,3316025,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. R. Soeprapto Cepu,Jawa Tengah,Blora,1
RS Umum Daerah dr. Gondo Suwarno,3322023,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Gondo Suwarno,Jawa Tengah,Semarang,1
RS Umum Daerah dr. Gunawan Mangunkusumo,3322012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Gunawan Mangunkusumo,Jawa Tengah,Semarang,1
RS Umum Daerah dr. Loekmono Hadi,3319010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Loekmono Hadi,Jawa Tengah,Kudus,1
RS Umum Daerah Dr. M. Ashari Pemalang,3327010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. M. Ashari Pemalang,Jawa Tengah,Pemalang,1
RS Umum Daerah Dr. Moewardi Surakarta,3372015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Moewardi Surakarta,Jawa Tengah,Kota Surakarta,1
RS Umum Daerah Dr. R.Soedjati Soemodiardjo,3315013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. R.Soedjati Soemodiardjo,Jawa Tengah,Grobogan,1
RS Umum Daerah dr. R. Goeteng Taroenadibrata,3303016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. R. Goeteng Taroenadibrata,Jawa Tengah,Purbalingga,1
RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,3312010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,Jawa Tengah,Wonogiri,1
RS Umum Daerah dr. Soedirman Kabupaten Kebumen,3305011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,Jawa Tengah,Kebumen,1
RS Umum Daerah dr. Soehadi Prijonegoro,3314012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Soehadi Prijonegoro,Jawa Tengah,Sragen,1
RS Umum Daerah dr. Soeratno Gemolong,3314089,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Soeratno Gemolong,Jawa Tengah,Sragen,1
RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,3328011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,Jawa Tengah,Tegal,1
RS Umum Daerah Dr. Tjitrowardojo Purworejo,3306012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Tjitrowardojo Purworejo,Jawa Tengah,Purworejo,1
RS Umum Daerah Dr. H. Soewondo Kendal,3324014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah  Dr. H. Soewondo Kendal,Jawa Tengah,Kendal,1
RS Umum Daerah dr. R. Soetrasno Rembang,3317015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. R. Soetrasno Rembang,Jawa Tengah,Rembang,1
RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,3304010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,Jawa Tengah,Banjarnegara,1
RS Umum Daerah Ibu Fatmawati Soekarno,3372234,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Ibu Fatmawati Soekarno,Jawa Tengah,Kota Surakarta,1
RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,3311016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,Jawa Tengah,Sukoharjo,1
RS Umum Daerah Kajen Kab. Pekalongan,3326038,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kajen Kab. Pekalongan,Jawa Tengah,Pekalongan,1
RS Umum Daerah Karanganyar,3313011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Karanganyar,Jawa Tengah,Karanganyar,1
RS Umum Daerah Kayen Pati,3318086,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kayen Pati,Jawa Tengah,Pati,1
RS Umum Daerah Kelet Provinsi Jawa Tengah,3320021,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kelet Provinsi Jawa Tengah,Jawa Tengah,Jepara,1
RS Umum Daerah Ki Ageng Getas Pendowo Gubug,3315061,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Ki Ageng Getas Pendowo Gubug,Jawa Tengah,Grobogan,1
RS Umum Daerah Ki Ageng Selo,3315060,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Ki Ageng Selo,Jawa Tengah,Grobogan,1
RS Umum Daerah Kota Salatiga,3373016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kota Salatiga,Jawa Tengah,Kota Salatiga,1
RS Umum Daerah Kraton Kab. Pekalongan,3326011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kraton Kab. Pekalongan,Jawa Tengah,Pekalongan,1
RS Daerah KRMT Wongsonegoro,3374342,Sudah kerjasama BPJS,Patologi Klinik,RS Daerah KRMT Wongsonegoro,Jawa Tengah,Kota Semarang,1
RS Umum Setjonegoro Wonosobo,3307013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Setjonegoro Wonosobo,Jawa Tengah,Wonosobo,1
RS Umum Daerah Limpung,3325039,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Limpung,Jawa Tengah,Batang,1
RS Umum Daerah Majenang,3301084,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Majenang,Jawa Tengah,Cilacap,1
RS Umum Daerah Prof Dr. Margono Soekarjo,3302026,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Prof Dr. Margono Soekarjo,Jawa Tengah,Banyumas,1
RS Daerah Merah Putih,3308022,Sudah kerjasama BPJS,Patologi Klinik,RS Daerah Merah Putih,Jawa Tengah,Magelang,1
RS Umum Daerah Muntilan Kab. Magelang,3308014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Muntilan Kab. Magelang,Jawa Tengah,Magelang,1
RS Umum Daerah Pandan Arang Boyolali,3309015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Pandan Arang Boyolali,Jawa Tengah,Boyolali,1
RS Umum Daerah Panti Nugroho,3303097,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Panti Nugroho,Jawa Tengah,Purbalingga,1
RS Umum Daerah Prembun,3305120,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Prembun,Jawa Tengah,Kebumen,1
RS Umum Daerah R.A.A Tjokronegoro,3306113,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah R.A.A Tjokronegoro,Jawa Tengah,Purworejo,1
RS Umum Daerah R. A. Kartini,3320010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah R. A. Kartini,Jawa Tengah,Jepara,1
RS Umum Daerah RAA Soewondo,3318016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah RAA Soewondo,Jawa Tengah,Pati,1
RS Umum Daerah Simo,3309107,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Simo,Jawa Tengah,Boyolali,1
RS Umum Daerah Sultan Fatah Karangawen Demak,3321035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sultan Fatah Karangawen Demak,Jawa Tengah,Demak,1
RS Umum Daerah Sunan Kalijaga,3321011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sunan Kalijaga,Jawa Tengah,Demak,1
RS Umum Daerah Suradadi,3328035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Suradadi,Jawa Tengah,Tegal,1
RS Umum Daerah Djojonegoro Temanggung,3323013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Djojonegoro Temanggung,Jawa Tengah,Temanggung,1
RS Umum Daerah Tidar,3371014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tidar,Jawa Tengah,Kota Magelang,1
RS Umum Daerah Tugurejo Semarang,3374134,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tugurejo Semarang,Jawa Tengah,Kota Semarang,1
RS Umum Daerah Waras Wiris,3309096,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Waras Wiris,Jawa Tengah,Boyolali,1
RS Umum Pusat Dr. Kariadi,3374010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pusat Dr. Kariadi,Jawa Tengah,Kota Semarang,1
RS Ibu dan Anak Permata,3306105,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Permata,Jawa Tengah,Purworejo,1
RS Umum Islam Purwokerto,3302132,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Purwokerto,Jawa Tengah,Banyumas,1
RS Islam Surakarta YARSIS,3311231,Sudah kerjasama BPJS,Patologi Klinik,RS Islam Surakarta YARSIS,Jawa Tengah,Sukoharjo,1
RS Umum Tk III Slamet Riyadi Surakarta,3372030,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Tk III Slamet Riyadi Surakarta,Jawa Tengah,Kota Surakarta,1
RS Umum Aura Syifa,3506062,Sudah kerjasama BPJS,Patologi Klinik,RS Umum  Aura Syifa,Jawa Timur,Kediri,1
RS Daerah Dr. Haryoto Kabupaten Lumajang,3508016,Sudah kerjasama BPJS,Patologi Klinik,RS Daerah Dr. Haryoto Kabupaten Lumajang,Jawa Timur,Lumajang,1
RS Umum Era Medika,3504056,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Era Medika ,Jawa Timur,Tulungagung,1
RS Toeloengredjo,3506025,Sudah kerjasama BPJS,Patologi Klinik,RS Toeloengredjo,Jawa Timur,Kediri,1
RS Umum Islam Madinah,3504070,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam  Madinah,Jawa Timur,Tulungagung,1
RS Umum Daerah Prof. Dr. Soekandar,3516020,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Prof. Dr. Soekandar,Jawa Timur,Mojokerto,1
RS Umum Adi Husada Kapasari,3578100,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Adi Husada Kapasari,Jawa Timur,Kota Surabaya,1
RS Umum Aisyiyah Bojonegoro,3522025,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Aisyiyah Bojonegoro,Jawa Timur,Bojonegoro,1
RS Umum Aisyiyah Siti Fatimah,3515138,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Aisyiyah Siti Fatimah,Jawa Timur,Sidoarjo,1
RS Al Huda,3510103,Sudah kerjasama BPJS,Patologi Klinik,RS Al Huda ,Jawa Timur,Banyuwangi,1
RS Umum Amelia,3506036,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Amelia,Jawa Timur,Kediri,1
RS Umum Anna Medika Madura,3526029,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Anna Medika Madura,Jawa Timur,Bangkalan,1
RS Arafah Anwar Medika Sukodono,3515140,Sudah kerjasama BPJS,Patologi Klinik,RS Arafah Anwar Medika Sukodono,Jawa Timur,Sidoarjo,1
RS Abdurrahman Syamsuri (Arsy),3524044,Sudah kerjasama BPJS,Patologi Klinik,RS Abdurrahman Syamsuri (Arsy),Jawa Timur,Lamongan,1
RS Asih Abyakta,3575016,Sudah kerjasama BPJS,Patologi Klinik,RS Asih Abyakta,Jawa Timur,Pasuruan,1
RS Bala Keselamatan Bokor,3507015,Sudah kerjasama BPJS,Patologi Klinik,RS Bala Keselamatan Bokor,Jawa Timur,Malang,1
RS Baptis Kediri,3571042,Sudah kerjasama BPJS,Patologi Klinik,RS Baptis Kediri,Jawa Timur,Kota Kediri,1
RS Bedah Mitra Sehat,3524043,Sudah kerjasama BPJS,Patologi Klinik,RS Bedah Mitra Sehat,Jawa Timur,Lamongan,1
RS Bhakti Rahayu,3578614,Sudah kerjasama BPJS,Patologi Klinik,RS Bhakti Rahayu,Jawa Timur,Kota Surabaya,1
RS Bhayangkara Bondowoso,3511012,Sudah kerjasama BPJS,Patologi Klinik,RS Bhayangkara Bondowoso ,Jawa Timur,Bondowoso,1
RS Bhayangkara Hasta Brata Batu,3579003,Sudah kerjasama BPJS,Patologi Klinik,RS Bhayangkara Hasta Brata Batu ,Jawa Timur,Kota Batu,1
RS Umum Bhayangkara Kediri,3571031,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bhayangkara Kediri,Jawa Timur,Kota Kediri,1
RS Umum Bhayangkara Tk. III Nganjuk,3518045,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bhayangkara Tk. III Nganjuk,Jawa Timur,Nganjuk,1
RS Umum Pusdik Polri Porong,3515030,Sudah kerjasama BPJS,Patologi Klinik,RS Umum  Pusdik Polri Porong ,Jawa Timur,Sidoarjo,1
